og_representation,mapping
सुची,suhi
सूट,suit
सूट,suit
सुिता,suita
सिचुयेटेड,suitated
सुजा,suja
सूज़ा,suja
सुजल,Sujal
सुजाता,Sujata
सुजय,Sujay
सुकल्प,sukalp
सुकन्,sukan
सुकांचन,sukanchan
सुकापूर,sukapur
सुकर,sukar
सुकासा,sukasa
सुख,Sukh
शुक्र,sukh
सुखसाई,sukh sai
सुखआंगण,sukhaangana
सुखअर्पण,sukhaarpan
सुखकर्ता,sukhakarta
सुखमनी,sukhamani
सुखमणी,sukhamani
सुखानंद,sukhanand
सुखआंगन,sukhangan
सुखानी,sukhani
सुखापुर,sukhapur
सुखशंाती,sukhasamati
सुखदा,sukhda
सुखदायक,sukhdayak
सुखदेव,Sukhdev
सुखी,sukhi
सुखनिवास,sukhniwas
सुखराज,sukhraj
सुखसदन,sukhsadan
सुखसागर,sukhsagar
सुखशांती,sukhshanti
सुखशितल,sukhsheetal
शुक्रतारा,sukhtara
सुकीर्ती,sukirti
शुक्लेंदु,suklendra
सुकृती,sukriti
सुकुमार,sukumar
सुकन,sukun
सुकुर,Sukur
सुकूर,sukur
सुकुरपार्क,sukur park
स्कुवेर,sukvher
सुलभा,sulbha
सुलेमान,Suleiman
सुलोचना,sulochana
सुलसा,sulsa
सुलतान,sultan
सुलताना,Sultana
सुल्तानाबाद,sultanabad
सुमन,Suman
सुमंगल,Sumangal
सुमंगलम,sumanglam
सुमनराज,sumanraj
सुमंता,sumanta
सुमंत,Sumanth
सुमर,Sumar
सुमरा,Sumara
सुमारे,sumare
सुमती,Sumati
शुंभाकर,sumbhakar
सुमेर,Sumer
सुमेरू,sumere
सुमेरु,sumeru
सुमित,Sumit
सुमीत,Sumit
सूमित,sumit
सुमतीनाथ,sumitanath
सुमित्रा,Sumitra
सुमीत्रा,sumitra
समर,Summer
समरसेट,summer set
समिट,Summit
विश्वेश्वर,sumukh
सुमूख,sumukh
सन,Sun
सुन,Sun
सून,sun
सनबिम,sun beam
सनबेरी,Sun berry
सनब्रेकर,sun breaker
सनग्रेस,sun grace
सनलिट,sun lit
सनप्लाझा,sun plaza
सनरॉक,sun rock
सनविला,sun villa
सुनैना,sunaina
सुनयना,Sunayna
सनबीम,Sunbeam
सनबेम,sunbeam
सनबर्ड,Sunbird
सनसिटी,suncity
सनसीटी,suncity
सनक्रेस्ट,Suncrest
सनक्रिस्ट,suncrist
सुंदर,Sundar
संुदर,sundar
संुदरा,sundara
सुंदरा,Sundara
संुदरम,sundaram
सुंदरम,Sundaram
सुंदरम्,Sundaram
सुंदरबाग,sundarbagh
सुंदरवन,Sundarban
सुंदरधाम,sundardham
सुंदरजी,sundarji
सुंदरराज,sundarraj
संुदरवन,sundarvan
सुदंरवन,sundarvan
सुदंर,sunder
सुंदरलेन,sunder lane
सुंदरनगर,sunder nagar
सँडर्हस्ट,Sunderhust
सनड्यू,sundew
सनड्यु,sundew
सनडयू,sundew
सनफलॉवर,sunflower
सनफलावर,sunflower
सनफ्लॉवर,sunflower
सनफ्लावर,sunflower
सनप्लॉवर,sunflower
सुनिल,Sunil
सुनील,Sunil
सुनिता,Sunita
सुनीता,Sunita
सनलीट,sunlit
सनी,sunny
सन्नी,Sunny
सनराईस,SUNRISE
सनराईज,Sunrise
सनराइज,Sunrise
सनराइस,sunrise
सनराईज़,Sunrise
सनसेट,Sunset
सनसाईन,sunshine
सनशाईन,Sunshine
सनशाइन,Sunshine
शनशाईन,sunshine
सनशाहीन,sunshine
सनशाईन,Sunshine
सनस्टेान,sunstone
सनस्वेप्ट,Sunswept
सुपारी,supari
सुपारीबाग,suparibagh
सुपर्णा,suparna
सुपार्श्व,suparshav
सुपर,super
सूपर,Super
सुपरबिल्टअप,Super built-up
सुपरब,Superb
सुपीरियर,Superior
सुपरनल,supernal
शुपकर्ण,supkarn
सप्लीमेंट्री,supplementary
पुरवठा,supply
सुप्रभात,suprabhat
शुभप्रभात,SUPRABHAT
सुप्रजा,supraja
सुप्रिम,Supreme
सुप्रीम,supreme
सुप्रिमस,supreme
सुप्रि,Supri
सुप्री,supri
सुर्,Sur
सूर्,sur
सुर,sur
सूर,sur
सुरा,Sura
सुरभी,Surabhi
सुरजमुखी,surajamukhi
सुरजमल,surajmal
सुरक्षा,suraksha
सुराम,Suram
सुरम,suram
सुरमल्हार,suramalhar
सुराना,surana
सुरश्,suras
सुरत,Surat
सुरतवाला,suratvala
सुरबहार,surbahar
सुरभि,Surbhi
सुरेखा,Surekha
सुरेन,Suren
सुरेश,Suresh
सरफेस,Surface
सुरगंगा,surganga
सर्जन,surgeon
सुरी,suri
सुरजी,surji
सुर्मे,surme
सुरमे,surme
सुरमेश,surmesh
सुरप्रि,surpri
सरेंडर,surrender
वेढलेला,surrounded
सूरशा,sursha
सुरश्री,surshree
सुर्ष्टी,sursti
सुरुची,suruchi
सव्है,survey
र्सव्हे,Survey
भूमापन,Survey
सव्हे,Survey
सर्वहे,survey
सर्व्ह,survey
सवेर,survey
सर्व्है,Survey
सर्व्हे,Survey
सव्र्हे,Survey
सवे,Survey
सव्हेर्,Survey
सवेर्,Survey
खात,survey
चलता,survey
सवेर्‌,survey
सवे्र,survey
सारवे,survey
सार्वे,survey
सर्वे,survey
सव्हेर्,Survey
सनं,survey no
सव्र्हेनंबर,Survey no
सर्व्हेनं,survey no
सर्वेनं,survey no
र्व्हेनंबर,survey no
र्सव्हेनं,survey no
सर्व्हेनंबर,survey no
सर्व्नंबर,survey number
सुर्य,surya
सूर्यकिरण,Surya kiran
सुर्यदर्शन,Suryadarshan
सूर्यदर्शन,suryadarshan
सुर्यगायत्री,suryagayatri
सुर्यज्योत,suryajyot
सुर्यकिरण,suryakiran
सुर्यकिर्ती,suryakirti
सुर्यलोक,suryalok
सूर्यलोक,suryalok
सूर्यमुखी,suryamukhi
सुर्यमुखी,suryamukhi
सूर्यनगर,suryanagar
सुर्यप्रभा,suryaprabha
सूर्यवंशी,suryavanshi
सुर्यविहार,suryavihar
सुर्योद,suryod
सुर्योदय,suryodai
सुर्येादय,suryoday
सूर्योदय,suryuday
सुसान,Susan
सुशांत,Sushant
सुशिल,susheel
सुशील,sushil
सुशिला,Sushila
सुशीला,Sushila
सुषमा,sushma
सुश्मिता,Sushmita
सुशोभित,sushobhit
सुश्मीता,susmita
सुस्मृती,susmriti
सुशोभन,susobhan
सुत,sut
सुतार,sutaar
सुतीर्थ,suteerth
सतलज,Sutlej
सुत्र,sutra
सुवंधी,suvandhi
सुवर्णकलश,suvarn kalash
सुवर्णा,Suvarna
सुवधी,suvdhi
सुविधा,Suvidha
सुवीधा,suvidha
सुविधी,suvidhi
सुविनय,suvinay
सुव्रत,suvrat
सुवृत्ती,suvratti
सुयोग,Suyog
सुयश,Suyyesh
एसव्ही,SV
एसवी,Sv
स्वालेहा,svaleha
स्वराली,svarali
स्वाश्रय,svasraya
एसवीपी,SVP
स्वदेशी,swadeshi
स्वागत,Swagat
स्वलेहा,swaleha
स्वमी,swami
स्वामि,swami
स्वामीकृपा,swamikripa
स्वामीनारायण,swaminarayan
स्वामिनारायण,swaminarayan
स्वामीनाथ,swaminath
स्वामिनी,Swamini
स्वामीनी,Swamini
स्वामीराज,swamiraj
स्वामीसमर्थ,swamisamarth
स्वयंपुर्ण,swampurna
स्वेन,swan
स्वान,Swan
स्वानंद,Swanand
“स्वानंद,swanand
स्वानंदभुमी,Swanandbhumi
सानपाउा,swanpaua
स्वप्न,Swapn
स्वप्नपुर्ति,swapn poorti
स्वप्ना,Swapna
स्वप्ननगरी,swapnagri
स्वप्नपूर्ती,Swapnapurti
स्वप्नदिप,swapndeep
स्वप्नदीप,swapndeep
स्वप्नघर,swapnghar
स्वप्निल,swapnil
स्वप्नील,Swapnil
स्वप्नलोक,Swapnlok
स्वप्नपुर्ती,Swapnpurti
स्वप्नराज,swapnraj
स्वप्नरेखा,swapnrekha
स्वप्नसाफल्य,swapnsafalya
स्वप्नसाकार,swapnsakar
स्वप्नशील,swapnshil
स्वप्नशिल्प,swapnshilp
स्वप्नशील्प,swapnshilp
स्वप्नसिद्धी,swapnsiddhi
स्वर,swar
स्वरा,Swara
स्वराज्य,Swaraj
स्वराज,Swaraj
स्वरांजली,swaranjali
स्वर्ग,swarg
स्वरगंधा,swargandha
स्वरगंगा,swarganga
स्वरलता,swarlata
स्वरलता,swarlata
स्वरमाला,swarmala
स्वर्ण,Swarn
स्वर्णा,Swarna
स्वर्णभूमी,swarnbhumi
स्वर्णगिरी,swarngiri
स्वर्णहंस,swarnhans
स्वर्णरेखा,swarnrekha
स्वरूप,Swaroop
स्वरुप,Swaroop
स्वरूपाचे,swaroopache
स्वरुपानंद,swaroopanand
स्वरुपी,swaroopi
स्वसदन,swasadan
स्वस्तीक,Swastik
स्वास्तिक,Swastik
स्वास्तीक,swastik
स्वतिक,swastik
स्वस्तिक,swastik
स्वातिक,swastik
स्वस्तिका,swastika
“स्वस्तिका,swastika
स्वतंत्र,swatantra
स्वाती,Swati
स्वाति,Swati
स्वतीक,swatik
स्वावलंबी,swavlambi
स्वयंम,Swayam
स्वंयम,swayam
स्वयंभू,swayambhu
स्वयंभु,Swayambu
स्वेदित,swedit
प्रभावक्षेत्र,sweep
स्वीट,Sweet
स्विट,sweet
स्वीट्सच्,sweet
स्विटी,Sweety
स्वीटी,sweety
श्वेतांबरा,swetambara
स्वेतांजली,swetanjli
श्वेतास्मी,swetashmi
श्वेतगंगा,swetganga
स्वीकार,swikaar
स्विकार,swikaar
स्वीमींग,swimming
स्विमिंग,swimming
स्विंग,Swing
स्वीस,swis
स्विस,Swiss
सिडनी,Sydney
सय्यद,Syed
सिम्फोनी,Symphony
सीम्फोनी,Symphony
सिम्फनी,Symphony
सिंफनी,Symphony
सॅम्फोनी,symphony
स्ंाफिोनी,symphony
सिम्फनी”,"Symphony """
सिंडीकेट,syndicate
सिनर्जी,Synergy
ट,t
टि,T
टिपीएस,T.P.S
ताल,taal
तान्,taan
तारीक,taarik
टभ्,tabh
टबी,tabi
तडग,tadag
तडाग,tadag
तडंग,tadang
ताडछेव,tadchev
ताडदेव,taddev
ताडेश्वर,tadeshwar
टाडी,tadi
टागोर,Tagore
टागोरनगर,tagore nagar
तहेर,taher
ताहेर,Taher
ताहेरी,Taheri
ताई,Tai
ताईबाई,taibai
टाइर्,tair
ताज,Taj
ताजमहल,Taj Mahal
तेजोमय,tajomay
घेणार,take
घेतलेल्,Taken
टाकी,taki
तक्का,takka
तक्षिला,Takshilla
तक्षीला,Takshilla
तक्षशीला,Takshilla
तक्षशिला,Takshshila
तलाव,Talaav
तलाठी,Talathi
तलाटी,talati
तलाठीसजा,talatisaja
तलावली,talavali
तलावपाली,talavapali
तलावपाळी,talavapali
टेल,Tale
तळेगावं,talegaon
टॉकिज,talkies
टॉकीजच्,talkies
टॉकीस,talkies
टोकीस,talkies
सिनेमागृहामागे,talkies way
उंच,tall
तळोजा,Taloja
तळोजे,Taloja
तळेाजा,taloja
तलोजा,taloja
तलोजे,taloje
तालुक,Taluk
तालूका,taluka
तालुका,taluka
तालुके,Taluka
तांबे,tambe
तमन्ना,tammanna
तामतलाव,tamtalaav
तानाजी,TANAJI
टनन,tanan
तनय,Tanay
दांडेकर,tandekar
तांडेल,Tandel
टेंडम,tandem
टंडन,Tandon
तानि,Tani
तानी,Tani
तनिष,tanish
तनिशा,tanisha
तनिष्का,Tanishka
तनिष्क,Tanishq
टँक,Tank
टांक,tank
टेंक,tank
तन्मय,tanmay
तन्ना,Tanna
तनुश्री,Tanushree
तनवार,tanvaar
तनवर,tanvar
तन्वी,Tanvi
तन्वर,tanwar
टपाल,tapal
टपालनाका,tapalanaka
तपन,Tapan
तपस्,Tapas
तपासे,tapase
तपस्वी,tapasvi
टेप,tape
तापी,Tapi
तपोधन,tapodhan
तपोवन,Tapovan
तारा,Tara
ताराबाई,tarabai
ताराचंद,tarachand
तारागगन,taragagan
तारालक्ष्मी,taralaxmi
तारामणी,taramani
तरण,taran
तारणठेवलेली,taranathevaleli
तरंग,Tarang
तारणगहाण,tarangahan
तारांगण,tarangan
तारंगन,tarangan
तारागंण,tarangan
तारणमिळकत,taranmilkat
तरन्नुम,tarannum
तारणसोड,taransod
तारापोर,Tarapore
तारापोरे,Tarapore
तारापु,tarapu
तारापुर,Tarapur
तर्भे,tarbhe
टारगेट,target
टार्गेट,target
टरी,tari
तरला,tarla
तार्णे,tarne
तरू,taru
तरुण,tarun
तरूण,tarun
तासगांव,tasgaon
ताशकंत,tashkant
तासकर,taskar
तस्मे,TASME
तस्मै,tasme
तस्नीम,Tasneem
तसनिम,tasneem
टाटा,Tata
तातेर,Tater
तथास्तु,tathasthu
तत्त्वज्ञान,Tatwadynaan
टॉरस,Taurus
तावडे,tavde
टावून,tavoon
तवक्कल,tavvakal
टेक्स,tax
टॅक्स,tax
कर,tax
कर,tax
आकारणी,taxation
टॅक्सबील,Taxbill
टॅक्सिमेन्स,taximans
टेक्सीमॅन्स,taximans
टेक्सीमेन्स,Taximens
टायकलवाडी,taykalvadi
टीडीआर,TDR
टिचर्स,Teachers
टीचर्स,Teachers
टिक,teak
टीट,teat
टेभा,tebha
टेभी,tebhi
टेभोडे,tebhode
टेभोंडे,tebhonde
टेक,Tech
टेक्नीकल,Technical
टेक्निशियन,technician
टेक्नो,Techno
टेक्नोसिटी,techno city
टेक्नोक्रॅट,technocrat
टेक्नोपार्क,Technopark
तीनबत्ती,teenbatti
तीर्था,teertha
तिर्थंकर,teerthkar
तह,teh
तहसिल,Tehsil
तहसिलदार,Tehsildar
तेजकिरण,tej kiran
तेजा,Teja
तेजादीप,tejadeep
तेजल,tejal
तेजस,Tejas
तेजस्वी,Tejasvi
तेजस्वीनी,tejasvini
तेजस्वीता,tejasvita
तेजस्विनी,tejaswini
तेजपाल,Tejpal
तेजश्री,tejshri
तेजुका,tejuka
टेकचंद,tekchand
तेल,tel
तेलंग,Telang
टेलीकॉम,Telecom
तेलेगल्ली,telegalli
टेलिफोन,telephone
तेलगल्ली,telgalli
तेलीगल्ली,teligalli
तेलीपाडा,telipada
टेलर,teller
टेंभीनाका,tembhinaka
टेंभीपाडा,tembhipada
टेंबी,tembi
टेंबीपाडा,tembipada
टेंबोडे,tembode
टेमकर,temkar
टेम्पल,Temple
टेंपल,Temple
मंदिरच्,temple
मंदिर,temple
मंदिरामागे,temple way
टेम्पो,tempo
मोहा,tempted
टेनामेन्ट,tenament
तेनामेंट,tenament
भाडेकरुच्,Tenant
टेनेंट,tenant
टेनामेंन्ट,tenarment
टेनडम,tendom
तेंडूलकर,Tendulkar
टेनामेंट,Tenement
टेनेमेंट,Tenement
टेनेमेन्ट,tenement
टेनेमेंन्ट,tenement
तेनेमेंट,tenement
टेनेंसी,tenensi
टेनंट,tenent
टेनंट्स,tenents
टेनेट,tenet
टॅनि,teni
टेनिमेंट,tenimet
टेनमॅंट,tenment
टेनमेंट,tenment
टेनंटस,Tennant
टेनिस,tennis
टेन्नीस,tennis
टेन्सी,tensi
दह,tenth
तेरा,tera
टेरेसस,teracces
टेरेसीस,teracis
तेरे,Tere
तेरेजा,tereja
टेरेझा,terejha
मुदत,term
मुद्त,term
मुदतीचा,term
मुदतीचे,Term
मूदत,Term
टर्मिनस,Terminus
टेरेससह,terrace
टॅरेस,terrace
टेरेस,terrace
गच्ची,terrace
छाज्जा,terrace
टरेस,terrace
टेररस,terrace
टेरर्स,Terrace
टेरेंस,terrace
टेरेसचे,terrace
तेरवा,terva
टेटवली,tetvali
मजकुरा,Text
टेक्स्टाईल,textile
टेक्सटाईल,Textile
टेक्सटाईल्स,Textiles
टेक्सटीला,textilla
टेक्स्टिला,textilla
तेज,tez
टीएच,TH
थ्ा,tha
ठाण,thaan
ठक्कर,Thakkar
ठाकुलीर्,thakulir
ठाकुर,thakur
ठाकुरसिंग,thakurasingh
ठाकूरचरण,thakurcharan
ठाकुरद्वार,Thakurdwar
ठाकूरली,thakurli
ठाकूर्ली,thakurli
ठाकूर्स,thakurs
थळे,thale
थाम,Tham
थामज़ला,thamazala
ठामे,thame
ठमीबाई,thamibai
ठाणा,Thana
ठाणारोड,thanaroad
ठाणे,Thane
ठाण्े,Thane
ठाण्ंे,thane
ठाने,thane
ठाणगे,thange
ठाणगेआळी,Thangeali
समेळ,Thank you
धन्यवाद,thanks
थापर,Thapar
थारवानी,tharavani
थारवाणी,tharavani
कि,that
म्हणेजेच,That is to say
इतकेच,That's all
म्हणचेच,That's right
असे,Thats
थत्ते,thatte
द,The
त,the
दी,the
असलेली,the
असा,the
अशी,the
ा,the
ने,the
द्,the
द‍ि,the
दी,the
अशी,the
सुरुवात,the
होणाऱ्,the
द,The
येथी,the
वाला,the
करीत,the
देत,the
त,the
झालेले,the
करता,the
रकम,the amount
रक्क्म,the amount
रक्कमरु,the amount
रक्कम,the amount of
एनेक्स,The Annex
परिसरातील,the area
बाल्कनी,the balcony
ब्लॉक,the block
ब्रीझ,the breeze
इमारतील,the building
भुसा,the chaff
मुलाचे,the child
पाहिला,The first
जीनस,the genus
देणाऱ्,The giver
हेर्मिटेज,The Hermitage
आतील,The interior
तलावा,the lake
जमिनीची,the land
शेवटचे,the last
नंतरचे,The latter
चटई,the mat
मरक्युरी,The Mercury
नगरपालिका,The municipality
महानगरपालिकेला,the municipality
नांवे,the names of
ओसियन,The Ocean
जून्,the old
खुल्,the open
संस्थे,The organization
पॅसेफिक,the Pacific
प्लोट,the plot
प्रेमिसेस,the premises
प्रेसिडेंट,The President
उर्वरित,The remaining
उरलेल्,the rest
सदरची,The said
शाळेची,The school
पड,the screen
स्केवेअर,the square
चौरसि,the square
वरचा,the top
एकुण,The total
एकण,the total
वैली,The Valley
मुल्,the value
मुल्य,The values
थिएटर,theater
थियटरच्,theatres
तिर्थकर,theerthkar
थैलंबल,thelambal
नंतर,then
तो,then
ये,these
तिसरामजला,third foor
तीर्थ,Thirth
तिर्थराज,Thirthraj
थीरुश्री,thirusri
हा,This
ह‍ि,This
॑हि,This
ी,this publication
ठोकरशी,thokarshi
ठोसर,thosar
हजार,thousand
तीन,three
थ्रिल,Thrill
थाईम,Thyme
थाइम,thyme
टायबेरीयस,Tiberius
टाई,tie
टिेका,tieka
टिएरा,Tierra
तिहामा,Tihama
तिजादिप,tijadeep
तिजादीप,tijadeep
टीका,tika
टिकम,tikam
टिकोना,Tikona
टीकुजीनीवाडी,tikuji ni vadi
टिकूजिनीवाडी,tikuji vadi
टिकुजिनी,tikujini
टिकुजीनी,tikujini
टिकुजिनीवाडी,tikujinivadi
तील,Til
टिळक्,tilaak
टेलेक,tilak
तिलक,Tilak
टीळक,tilak
तिळक,tilak
टिळकधाम,tilakdham
टिलि,tili
तिलीबाई,tilibai
टीम,tim
टींबर,timber
टिंबर,Timber
वेळासआगर,time
टाईम,time
टाईमलेस,timeless
टाइम्स,times
टीम्मी,timmi
टिम्मी,Timmy
टिन,tin
टीना,Tina
टिना,Tina
तीनमुर्ती,tinamurti
टिपको,tipko
टीप्को,tipko
टिप्को,tipko
संदर्भात,Tips
तिरंगा,Tiranga
तिर्थ,tirth
तिर्था,tirtha
तीर्थंकर,Tirthankar
तिरु,tiru
तिरुमाला,Tirumala
तिरुमला,Tirumala
तिरुपती,Tirupati
तिरूपती,tirupati
तिरुपति,Tirupati
तीरुपती,tirupati
तिसाई,tisai
तिसाईकुंज,tisai kunj
तिसगांव,Tisgaon
तीसगांव,tisgaon
तीसगाव,Tisgaon
तिसराम,tisram
टायटॅनियम,titanium
टाइटेनीयम,titanium
टायटानियम,titanium
टीटानियम,titanium
टिटानियम,tittanium
टीटवाडा,titvada
टीटवाळा,titwala
टिवोली,Tivoli
तिवोली,Tivoli
टिवरी,Tivri
टीवरी,tivri
तिवारी,Tiwari
टीजेएसबी,TJSB
टोकरसी,tkarshi
ट्क्के,tkke
टीएमसी,TMC
टीएमएच,TMH
ते,to
टू,to
टु,to
करावे,to
ला,to
करणे,to
टो,to
थे,to
टु,to
पावणे,to attain
उभारण्,to build
कराव,to do
करित,to do
करुन,to do
दिलेल्,to give
ॅ,To move
तारणे,to save
सेलडीडचा,to sell
सदनिकेला,To the flat
दक्षीणेकडील,To the south
समजण्,to understand
टुडे,Today
तोढरे,todhare
मिळून,together
जमला,together
टोकयो,Tokyo
तोलाराम,tolarama
टोल,toll
तोंडरे,tondre
टोन,tone
टोनी,Tony
घेतला,took
टॉप,top
टोपाझ,Topaz
टोपाज,Topaz
टोपीवाला,Topiwala
टोपिवाला,topiwala
तोरल,toral
तौरस,toras
टोरीनो,Torino
टोरिनो,Torino
सर्वा,total
रुमची,total
एकूण,total
एकुन,total
एकु,total
एकुण्‍,Total
ऐकुन,total
ऐकूण,total
ऐकून,total
ऐेकूण,total
टोटल,Total
एकू,total
एकुणक्षेत्र,total area
एकूणक्षेत्र,total area
चेक्षेत्र,total area
टच,touch
टुवर्ड्स,Towards
टोवर,tower
टावर,Tower
टॉवर,Tower
टाँवर,tower
टाँँवर,tower
टावरच्,tower
टाॅवर,tower
टॅावर,tower
टॉवऱ,tower
टॉंवर,tower
टॉवरच्,tower
टॉवर्,tower
टॉवेऱ,tower
टॉवर,Tower
टॉवरस,Tower
टावर्स,Towers
टवर्स,towers
टॅावर्स,towers
टॉवरर्स,towers
टोवर्स,towers
कसबे,Town
टाऊन,Town
टाउन,Town
गावाचे,town
टाऊन”,"Town """
टाऊनशीप,Township
टाउुनशिप,township
टाउनशिप,Township
टाउनशीप,Township
आऊनशिप,township
टीपी,TP
टीपीएस,TPS
टीपिएस,TPS
टिआरा,Tr
टीीआर,TR
ट्रँक्वील,track wheel
ट्रडे,traday
ट्रेड,Trade
ट्रान्स,trance
ट्रॅन्क्विल,Tranquil
ट्रान्सक्विलीटी,trans quality
ट्रान्सफर,transfer
अभिहंस्तातरण,Transfer
प्रत्यंतरण,Transfer
हस्तांतरीत,transferred to
तृष्णा,trashna
टर,tre
ट्रीटॉप्स,tree tops
ट्रीज्,trees
ट्रेंड,trends
ट्रिबेका,Tribeca
त्रिबेका,tribeka
त्रिभुवन,TRibhuvan
त्रिभुवनदास,Tribhuvandas
ट्रिक्सी,tricsy
त्रिदल,tridal
त्रिदेव,tridev
त्रिधातू,tridhatu
त्रिगुण,trigun
त्रिकाळ,trikal$
त्रिकमदास,trikamdas
त्रीकमदास,trikamdas
ट्रीक्सी,triksi
त्रिकुट,trikut
त्रिकूटा,trikuta
त्रिकुटा,Trikuta
त्रिकुट्टा,trikutta
त्रिलीअम,trilium
ट्रिलियम,trillium
त्रिलोक,Trilok
त्रिलोककृपा,trilokkripa
त्रैलोक्य,Trilokya
त्रिबंक,trimbak
त्रिंबक,Trimbak
त्र्यंबकेश्वर,Trimbakeshwar
त्रिंबकेश्वर,trimbakeshwar
त्रिमूर्ती,Trimurti
त्रिमूर्ति,trimurti
त्रिमुर्ती,trimurti
त्रीमुर्ती,trimurti
त्रिमुर्ती,trimurti
त्रिमुत्री,trimutri
त्रिनेटी,trineti
त्रिनेत्र,trinetra
त्रिनीटी,trinity
ट्रिनीटी,trinity
त्रिनिटी,trinity
ट्रिनिटी,Trinity
ट्रीनिटी,trinity
ट्रीनीटी,trinity
ट्रेनिटी,trinity
ट्रिंकेट्स,trinkets
ट्रिओ,trio
ट्रायो,Trio
त्रीपक्षीय,tripaksiya
त्रिपक्षीयकरार,Tripartite agreement
त्रीपक्षीयकरारनामा,Tripartite Agreement
त्रिपाठी,Tripathi
ट्रिपल,Triple
त्रिरत्न,Triratna
त्रिरुप,triroop
त्रिसंगम,trisangam
तृषा,trisha
त्रिशाला,trishala
त्रिशला,trishala
त्रिशुल,Trishul
त्रिशूल,Trishul
त्रिथी,trithi
ट्रायंफ,triumph
त्रीवास,trivaas
त्रिवेदी,Trivedi
त्रिवेणी,Triveni
त्रिवेनी,triveni
त्रीवेनी,triveni
त्रिवेण्ी,triveni
त्रीवेणी,triveni
त्रिवेणीधारा,trivenidhara
त्र्यंबक,triyambakam
त्रोईका,troeka
ट्रोईका,troika
ट्रोंबे,tromba
तुर्भे,Trombay
ट्रॉम्बे,Trombay
ट्रोम्बे,trombe
ट्रॉपिकल,Tropical
ट्रायसिटी,troy city
ट्रोयका,troyaka
ट्रॉयका,Troyka
ट्रंकल,trunkal
तृप्ती,Trupti
ट्रस्ट,Trust
प्र,try
त्रंबक,Tryambak
टीएस,TS
टिएस,TS
टीएसनं,TS no
टीटी,TT
टीटीसी,TTC
टिटिसी,TTC
मं,Tu
तुबा,Tuba
तुभे,tubhe
तुभेर्,tubher
तुगंवा,tuganva
तुगवा,tugwa
ट्विशा,tuisha
तुकाराम,Tukaram
तुला,tula
तुलसाई,tulasai
तुली,tuli
तुळीज,tulij
तुलिंज,tulinj
तुलीन्ज,tulinj
तुळिंज,tulinj
तुंळीज,tulinj
तुळींज,tulinja
तुलीप,Tulip
टुलीप,tulip
टुुलीप,tulip
टयुलिप,tulip
टयुलीप,tulip
ट्युलीप,tulip
तुलिप,Tulip
टुलिप,Tulip
ट्युलिप,Tulips
तुलीप्स,tulips
तुलजा,Tulja
तुळजाभवानी,Tuljabhavani
तुळजाई,Tuljai
तुळसाई,tulsai
तुळसी,tulsi
तुलसी,Tulsi
तुलशी,tulsi
तूलसी,tulsi
तुलसीमाता,tulsi mata
तुलसीबाग,tulsibaag
तुळशीदास,tulsidas
तुलसीधाम,Tulsidham
तुळशीधाम,tulsidham
तुलसीराम,tulsiram
तुळशीराम,tulsiram
तुलसीवाडी,tulsivadi
तुंगा,Tunga
तूंगवा,tungava
तुंगेकर,tungekar
तुपगांव,tupgaon
तुरखि,turakhi
तुरखी,turakhi
तुर्भेगाव,turbhegava
टर्फ,Turf
टर्नर,Turner
टरनर,Turner
टर्निंग,Turning
टरक्वाईज,Turquoise
तुरुंबाडी,turumbadi
तुस्कानो,Tuscano
तुषार,Tushar
टस्क,Tusk
ट्वीलाईट,Twilight
ट्वीन,twin
ट्विन,Twin
ट्विंन,twin
ट्वींकल,twinkle
ट्विंकल,Twinkle
टिवंकल,twinkle
ट्विकल,twinkle
ट्विन्स,Twins
ट्वीन्स,twins
ट्विंशा,twinsha
ट्विनस्टार,twinstar
टाईकुन,Tycoon
टाइप,type
टाईप,type
टाईफ,type
टिपीकल,Typical
टायर,tyre
यू,U
अप,U.P
उभ्,ubh
उबोरा,ubora
उचले,uchale
युको,uco
उद,ud
उडाण,udaan
ुरुदर्शन,udarshan
उदय,Uday
ेदय,uday
उदयगिरी,Udayagiri
उदयगिरि,Udayagiri
उदयन,Udayan
उदयगीरी,udaygiri
उदयश्री,udayshri
उथळसर,uddhalsar
उद्धार,uddhar
उधाराम,udharam
उद्योग,Udhyog
उदिक्षा,udiksha
उदयोग,Udyog
उदयेाग,udyog
उद्योगभवन,udyog bhagavan
उदयोगनगर,udyognagar
उगम,ugam
ुजा,uja
उजाला,ujala
उज्जैन,Ujjain
उज्जवल,ujjawal
उज्जयनी,ujjayni
उज्वल,ujjwal
उज्ज्वल,ujjwal
उज्वला,ujwala
उ्कर्ष,ukarsh
युएल,UL
यूएल,UL
उल्हास,ulhaas
उल्हासनगर,Ulhasnagar
उल्का,ulka
ऊल्हासगर,ullhasnagar
अल्टीमा,Ultima
अल्टींमा,ultima
ऊलवे,ulve
उल्वे,Ulwe
उम,Um
उम,Um
उमा,Uma
ऊमा,uma
उमादीप,umadeep
उमानंद,umanand
उमंग,umang
उमराठे,umarathe
उमरवाडी,umaravadi
उमरभाई,umarbhai
उमरखाडी,umarkhadi
उंबरपाडा,umberpada
उबंरपाडा,umberpada
उमे,ume
उमेदनगर,umednagar
उमेळमान,umelaman
उमेरा,umera
उमेश,Umesh
उमि,umi
उमी,umi
उमराव,umrao
उन्दराय,unadrai
उनगर,unagar
ुनम,unama
ूनम,unama
